year,term,jie_zhong,datetime,source_ref,notes
1993,寒露,节,1993-10-08 14:40,lunar,
1993,霜降,中气,1993-10-23 17:37,lunar,
1993,立冬,节,1993-11-07 17:46,lunar,
1993,小雪,中气,1993-11-22 15:07,lunar,
1993,大雪,节,1993-12-07 10:34,lunar,
1993,冬至,中气,1993-12-22 04:26,lunar,
1994,小寒,节,1994-01-05 21:48,lunar,
1994,大寒,中气,1994-01-20 15:07,lunar,
1994,立春,节,1994-02-04 09:31,lunar,
1994,雨水,中气,1994-02-19 05:22,lunar,
1994,惊蛰,节,1994-03-06 03:38,lunar,
1994,春分,中气,1994-03-21 04:28,lunar,
1994,清明,节,1994-04-05 08:32,lunar,
1994,谷雨,中气,1994-04-20 15:36,lunar,
1994,立夏,节,1994-05-06 01:54,lunar,
1994,小满,中气,1994-05-21 14:48,lunar,
1994,芒种,节,1994-06-06 06:05,lunar,
1994,夏至,中气,1994-06-21 22:48,lunar,
1994,小暑,节,1994-07-07 16:19,lunar,
1994,大暑,中气,1994-07-23 09:41,lunar,
1994,立秋,节,1994-08-08 02:04,lunar,
1994,处暑,中气,1994-08-23 16:44,lunar,
1994,白露,节,1994-09-08 04:55,lunar,
1994,秋分,中气,1994-09-23 14:19,lunar,
1994,寒露,节,1994-10-08 20:29,lunar,
1994,霜降,中气,1994-10-23 23:36,lunar,
1994,立冬,节,1994-11-07 23:36,lunar,
1994,小雪,中气,1994-11-22 21:06,lunar,
1994,大雪,节,1994-12-07 16:23,lunar,
1994,冬至,中气,1994-12-22 10:23,lunar,
1995,小寒,节,1995-01-06 03:34,lunar,
1995,大寒,中气,1995-01-20 21:00,lunar,
1995,立春,节,1995-02-04 15:13,lunar,
1995,雨水,中气,1995-02-19 11:11,lunar,
1995,惊蛰,节,1995-03-06 09:16,lunar,
1995,春分,中气,1995-03-21 10:14,lunar,
1995,清明,节,1995-04-05 14:08,lunar,
1995,谷雨,中气,1995-04-20 21:21,lunar,
1995,立夏,节,1995-05-06 07:30,lunar,
1995,小满,中气,1995-05-21 20:34,lunar,
1995,芒种,节,1995-06-06 11:42,lunar,
1995,夏至,中气,1995-06-22 04:34,lunar,
1995,小暑,节,1995-07-07 22:01,lunar,
1995,大暑,中气,1995-07-23 15:30,lunar,
1995,立秋,节,1995-08-08 07:52,lunar,
1995,处暑,中气,1995-08-23 22:35,lunar,
1995,白露,节,1995-09-08 10:49,lunar,
1995,秋分,中气,1995-09-23 20:13,lunar,
1995,寒露,节,1995-10-09 02:27,lunar,
1995,霜降,中气,1995-10-24 05:32,lunar,
1995,立冬,节,1995-11-08 05:36,lunar,
1995,小雪,中气,1995-11-23 03:01,lunar,
1995,大雪,节,1995-12-07 22:22,lunar,
1995,冬至,中气,1995-12-22 16:17,lunar,
1996,小寒,节,1996-01-06 09:31,lunar,
1996,大寒,中气,1996-01-21 02:53,lunar,
1996,立春,节,1996-02-04 21:08,lunar,
1996,雨水,中气,1996-02-19 17:01,lunar,
1996,惊蛰,节,1996-03-05 15:10,lunar,
1996,春分,中气,1996-03-20 16:03,lunar,
1996,清明,节,1996-04-04 20:02,lunar,
1996,谷雨,中气,1996-04-20 03:10,lunar,
1996,立夏,节,1996-05-05 13:26,lunar,
1996,小满,中气,1996-05-21 02:23,lunar,
1996,芒种,节,1996-06-05 17:41,lunar,
1996,夏至,中气,1996-06-21 10:24,lunar,
1996,小暑,节,1996-07-07 04:00,lunar,
1996,大暑,中气,1996-07-22 21:19,lunar,
1996,立秋,节,1996-08-07 13:49,lunar,
1996,处暑,中气,1996-08-23 04:23,lunar,
1996,白露,节,1996-09-07 16:42,lunar,
1996,秋分,中气,1996-09-23 02:00,lunar,
1996,寒露,节,1996-10-08 08:19,lunar,
1996,霜降,中气,1996-10-23 11:19,lunar,
1996,立冬,节,1996-11-07 11:27,lunar,
1996,小雪,中气,1996-11-22 08:49,lunar,
1996,大雪,节,1996-12-07 04:14,lunar,
1996,冬至,中气,1996-12-21 22:06,lunar,
1997,小寒,节,1997-01-05 15:24,lunar,
1997,大寒,中气,1997-01-20 08:43,lunar,
1997,立春,节,1997-02-04 03:02,lunar,
1997,雨水,中气,1997-02-18 22:51,lunar,
1997,惊蛰,节,1997-03-05 21:04,lunar,
1997,春分,中气,1997-03-20 21:55,lunar,
1997,清明,节,1997-04-05 01:56,lunar,
1997,谷雨,中气,1997-04-20 09:03,lunar,
1997,立夏,节,1997-05-05 19:19,lunar,
1997,小满,中气,1997-05-21 08:18,lunar,
1997,芒种,节,1997-06-05 23:33,lunar,
1997,夏至,中气,1997-06-21 16:20,lunar,
1997,小暑,节,1997-07-07 09:49,lunar,
1997,大暑,中气,1997-07-23 03:15,lunar,
1997,立秋,节,1997-08-07 19:36,lunar,
1997,处暑,中气,1997-08-23 10:19,lunar,
1997,白露,节,1997-09-07 22:29,lunar,
1997,秋分,中气,1997-09-23 07:56,lunar,
1997,寒露,节,1997-10-08 14:05,lunar,
1997,霜降,中气,1997-10-23 17:15,lunar,
1997,立冬,节,1997-11-07 17:15,lunar,
1997,小雪,中气,1997-11-22 14:48,lunar,
1997,大雪,节,1997-12-07 10:05,lunar,
1997,冬至,中气,1997-12-22 04:07,lunar,
1998,小寒,节,1998-01-05 21:18,lunar,
1998,大寒,中气,1998-01-20 14:46,lunar,
1998,立春,节,1998-02-04 08:57,lunar,
1998,雨水,中气,1998-02-19 04:55,lunar,
1998,惊蛰,节,1998-03-06 02:57,lunar,
1998,春分,中气,1998-03-21 03:55,lunar,
1998,清明,节,1998-04-05 07:45,lunar,
1998,谷雨,中气,1998-04-20 14:57,lunar,
1998,立夏,节,1998-05-06 01:03,lunar,
1998,小满,中气,1998-05-21 14:05,lunar,
1998,芒种,节,1998-06-06 05:13,lunar,
1998,夏至,中气,1998-06-21 22:03,lunar,
1998,小暑,节,1998-07-07 15:30,lunar,
1998,大暑,中气,1998-07-23 08:55,lunar,
1998,立秋,节,1998-08-08 01:20,lunar,
1998,处暑,中气,1998-08-23 15:59,lunar,
1998,白露,节,1998-09-08 04:16,lunar,
1998,秋分,中气,1998-09-23 13:37,lunar,
1998,寒露,节,1998-10-08 19:56,lunar,
1998,霜降,中气,1998-10-23 22:59,lunar,
1998,立冬,节,1998-11-07 23:08,lunar,
1998,小雪,中气,1998-11-22 20:34,lunar,
1998,大雪,节,1998-12-07 16:02,lunar,
1998,冬至,中气,1998-12-22 09:56,lunar,
1999,小寒,节,1999-01-06 03:17,lunar,
1999,大寒,中气,1999-01-20 20:37,lunar,
1999,立春,节,1999-02-04 14:57,lunar,
1999,雨水,中气,1999-02-19 10:47,lunar,
1999,惊蛰,节,1999-03-06 08:58,lunar,
1999,春分,中气,1999-03-21 09:46,lunar,
1999,清明,节,1999-04-05 13:45,lunar,
1999,谷雨,中气,1999-04-20 20:46,lunar,
1999,立夏,节,1999-05-06 07:01,lunar,
1999,小满,中气,1999-05-21 19:52,lunar,
1999,芒种,节,1999-06-06 11:09,lunar,
1999,夏至,中气,1999-06-22 03:49,lunar,
1999,小暑,节,1999-07-07 21:25,lunar,
1999,大暑,中气,1999-07-23 14:44,lunar,
1999,立秋,节,1999-08-08 07:14,lunar,
1999,处暑,中气,1999-08-23 21:51,lunar,
1999,白露,节,1999-09-08 10:10,lunar,
1999,秋分,中气,1999-09-23 19:32,lunar,
1999,寒露,节,1999-10-09 01:48,lunar,
1999,霜降,中气,1999-10-24 04:52,lunar,
1999,立冬,节,1999-11-08 04:58,lunar,
1999,小雪,中气,1999-11-23 02:25,lunar,
1999,大雪,节,1999-12-07 21:47,lunar,
1999,冬至,中气,1999-12-22 15:44,lunar,
2000,小寒,节,2000-01-06 09:01,lunar,
2000,大寒,中气,2000-01-21 02:23,lunar,
2000,立春,节,2000-02-04 20:40,lunar,
2000,雨水,中气,2000-02-19 16:33,lunar,
2000,惊蛰,节,2000-03-05 14:43,lunar,
2000,春分,中气,2000-03-20 15:35,lunar,
2000,清明,节,2000-04-04 19:32,lunar,
2000,谷雨,中气,2000-04-20 02:40,lunar,
2000,立夏,节,2000-05-05 12:50,lunar,
2000,小满,中气,2000-05-21 01:49,lunar,
2000,芒种,节,2000-06-05 16:59,lunar,
2000,夏至,中气,2000-06-21 09:48,lunar,
2000,小暑,节,2000-07-07 03:14,lunar,
2000,大暑,中气,2000-07-22 20:43,lunar,
2000,立秋,节,2000-08-07 13:03,lunar,
2000,处暑,中气,2000-08-23 03:49,lunar,
2000,白露,节,2000-09-07 15:59,lunar,
2000,秋分,中气,2000-09-23 01:28,lunar,
2000,寒露,节,2000-10-08 07:38,lunar,
2000,霜降,中气,2000-10-23 10:47,lunar,
2000,立冬,节,2000-11-07 10:48,lunar,
2000,小雪,中气,2000-11-22 08:19,lunar,
2000,大雪,节,2000-12-07 03:37,lunar,
2000,冬至,中气,2000-12-21 21:37,lunar,
2001,小寒,节,2001-01-05 14:49,lunar,
2001,大寒,中气,2001-01-20 08:16,lunar,
2001,立春,节,2001-02-04 02:29,lunar,
2001,雨水,中气,2001-02-18 22:27,lunar,
2001,惊蛰,节,2001-03-05 20:32,lunar,
2001,春分,中气,2001-03-20 21:31,lunar,
2001,清明,节,2001-04-05 01:24,lunar,
2001,谷雨,中气,2001-04-20 08:36,lunar,
2001,立夏,节,2001-05-05 18:45,lunar,
2001,小满,中气,2001-05-21 07:44,lunar,
2001,芒种,节,2001-06-05 22:54,lunar,
2001,夏至,中气,2001-06-21 15:38,lunar,
2001,小暑,节,2001-07-07 09:07,lunar,
2001,大暑,中气,2001-07-23 02:26,lunar,
2001,立秋,节,2001-08-07 18:52,lunar,
2001,处暑,中气,2001-08-23 09:27,lunar,
2001,白露,节,2001-09-07 21:46,lunar,
2001,秋分,中气,2001-09-23 07:04,lunar,
2001,寒露,节,2001-10-08 13:25,lunar,
2001,霜降,中气,2001-10-23 16:26,lunar,
2001,立冬,节,2001-11-07 16:37,lunar,
2001,小雪,中气,2001-11-22 14:00,lunar,
2001,大雪,节,2001-12-07 09:29,lunar,
2001,冬至,中气,2001-12-22 03:22,lunar,
2002,小寒,节,2002-01-05 20:44,lunar,
2002,大寒,中气,2002-01-20 14:02,lunar,
2002,立春,节,2002-02-04 08:24,lunar,
2002,雨水,中气,2002-02-19 04:13,lunar,
2002,惊蛰,节,2002-03-06 02:28,lunar,
2002,春分,中气,2002-03-21 03:16,lunar,
2002,清明,节,2002-04-05 07:18,lunar,
2002,谷雨,中气,2002-04-20 14:20,lunar,
2002,立夏,节,2002-05-06 00:37,lunar,
2002,小满,中气,2002-05-21 13:29,lunar,
2002,芒种,节,2002-06-06 04:45,lunar,
2002,夏至,中气,2002-06-21 21:24,lunar,
2002,小暑,节,2002-07-07 14:56,lunar,
2002,大暑,中气,2002-07-23 08:15,lunar,
2002,立秋,节,2002-08-08 00:39,lunar,
2002,处暑,中气,2002-08-23 15:17,lunar,
2002,白露,节,2002-09-08 03:31,lunar,
2002,秋分,中气,2002-09-23 12:55,lunar,
2002,寒露,节,2002-10-08 19:09,lunar,
2002,霜降,中气,2002-10-23 22:18,lunar,
2002,立冬,节,2002-11-07 22:22,lunar,
2002,小雪,中气,2002-11-22 19:54,lunar,
2002,大雪,节,2002-12-07 15:14,lunar,
2002,冬至,中气,2002-12-22 09:14,lunar,
2003,小寒,节,2003-01-06 02:28,lunar,
2003,大寒,中气,2003-01-20 19:53,lunar,
2003,立春,节,2003-02-04 14:05,lunar,
2003,雨水,中气,2003-02-19 10:00,lunar,
2003,惊蛰,节,2003-03-06 08:05,lunar,
2003,春分,中气,2003-03-21 09:00,lunar,
2003,清明,节,2003-04-05 12:52,lunar,
2003,谷雨,中气,2003-04-20 20:03,lunar,
2003,立夏,节,2003-05-06 06:10,lunar,
2003,小满,中气,2003-05-21 19:12,lunar,
2003,芒种,节,2003-06-06 10:20,lunar,
2003,夏至,中气,2003-06-22 03:10,lunar,
2003,小暑,节,2003-07-07 20:36,lunar,
2003,大暑,中气,2003-07-23 14:04,lunar,
2003,立秋,节,2003-08-08 06:24,lunar,
2003,处暑,中气,2003-08-23 21:08,lunar,
2003,白露,节,2003-09-08 09:20,lunar,
2003,秋分,中气,2003-09-23 18:47,lunar,
2003,寒露,节,2003-10-09 01:01,lunar,
2003,霜降,中气,2003-10-24 04:08,lunar,
2003,立冬,节,2003-11-08 04:13,lunar,
2003,小雪,中气,2003-11-23 01:43,lunar,
2003,大雪,节,2003-12-07 21:05,lunar,
2003,冬至,中气,2003-12-22 15:04,lunar,
2004,小寒,节,2004-01-06 08:19,lunar,
2004,大寒,中气,2004-01-21 01:42,lunar,
2004,立春,节,2004-02-04 19:56,lunar,
2004,雨水,中气,2004-02-19 15:50,lunar,
2004,惊蛰,节,2004-03-05 13:56,lunar,
2004,春分,中气,2004-03-20 14:49,lunar,
2004,清明,节,2004-04-04 18:43,lunar,
2004,谷雨,中气,2004-04-20 01:50,lunar,
2004,立夏,节,2004-05-05 12:02,lunar,
2004,小满,中气,2004-05-21 00:59,lunar,
2004,芒种,节,2004-06-05 16:14,lunar,
2004,夏至,中气,2004-06-21 08:57,lunar,
2004,小暑,节,2004-07-07 02:31,lunar,
2004,大暑,中气,2004-07-22 19:50,lunar,
2004,立秋,节,2004-08-07 12:20,lunar,
2004,处暑,中气,2004-08-23 02:53,lunar,
2004,白露,节,2004-09-07 15:13,lunar,
2004,秋分,中气,2004-09-23 00:30,lunar,
2004,寒露,节,2004-10-08 06:49,lunar,
2004,霜降,中气,2004-10-23 09:49,lunar,
2004,立冬,节,2004-11-07 09:59,lunar,
2004,小雪,中气,2004-11-22 07:22,lunar,
2004,大雪,节,2004-12-07 02:49,lunar,
2004,冬至,中气,2004-12-21 20:42,lunar,
2005,小寒,节,2005-01-05 14:03,lunar,
2005,大寒,中气,2005-01-20 07:22,lunar,
2005,立春,节,2005-02-04 01:43,lunar,
2005,雨水,中气,2005-02-18 21:32,lunar,
2005,惊蛰,节,2005-03-05 19:45,lunar,
2005,春分,中气,2005-03-20 20:33,lunar,
2005,清明,节,2005-04-05 00:34,lunar,
2005,谷雨,中气,2005-04-20 07:37,lunar,
2005,立夏,节,2005-05-05 17:53,lunar,
2005,小满,中气,2005-05-21 06:47,lunar,
2005,芒种,节,2005-06-05 22:02,lunar,
2005,夏至,中气,2005-06-21 14:46,lunar,
2005,小暑,节,2005-07-07 08:17,lunar,
2005,大暑,中气,2005-07-23 01:41,lunar,
2005,立秋,节,2005-08-07 18:03,lunar,
2005,处暑,中气,2005-08-23 08:45,lunar,
2005,白露,节,2005-09-07 20:57,lunar,
2005,秋分,中气,2005-09-23 06:23,lunar,
2005,寒露,节,2005-10-08 12:33,lunar,
2005,霜降,中气,2005-10-23 15:42,lunar,
2005,立冬,节,2005-11-07 15:42,lunar,
2005,小雪,中气,2005-11-22 13:15,lunar,
2005,大雪,节,2005-12-07 08:33,lunar,
2005,冬至,中气,2005-12-22 02:35,lunar,
2006,小寒,节,2006-01-05 19:47,lunar,
2006,大寒,中气,2006-01-20 13:15,lunar,
2006,立春,节,2006-02-04 07:27,lunar,
2006,雨水,中气,2006-02-19 03:26,lunar,
2006,惊蛰,节,2006-03-06 01:29,lunar,
2006,春分,中气,2006-03-21 02:26,lunar,
2006,清明,节,2006-04-05 06:16,lunar,
2006,谷雨,中气,2006-04-20 13:26,lunar,
2006,立夏,节,2006-05-05 23:31,lunar,
2006,小满,中气,2006-05-21 12:32,lunar,
2006,芒种,节,2006-06-06 03:37,lunar,
2006,夏至,中气,2006-06-21 20:26,lunar,
2006,小暑,节,2006-07-07 13:51,lunar,
2006,大暑,中气,2006-07-23 07:18,lunar,
2006,立秋,节,2006-08-07 23:41,lunar,
2006,处暑,中气,2006-08-23 14:23,lunar,
2006,白露,节,2006-09-08 02:39,lunar,
2006,秋分,中气,2006-09-23 12:03,lunar,
2006,寒露,节,2006-10-08 18:21,lunar,
2006,霜降,中气,2006-10-23 21:26,lunar,
2006,立冬,节,2006-11-07 21:35,lunar,
2006,小雪,中气,2006-11-22 19:02,lunar,
2006,大雪,节,2006-12-07 14:27,lunar,
2006,冬至,中气,2006-12-22 08:22,lunar,
2007,小寒,节,2007-01-06 01:40,lunar,
2007,大寒,中气,2007-01-20 19:01,lunar,
2007,立春,节,2007-02-04 13:18,lunar,
2007,雨水,中气,2007-02-19 09:09,lunar,
2007,惊蛰,节,2007-03-06 07:18,lunar,
2007,春分,中气,2007-03-21 08:07,lunar,
2007,清明,节,2007-04-05 12:05,lunar,
2007,谷雨,中气,2007-04-20 19:07,lunar,
2007,立夏,节,2007-05-06 05:20,lunar,
2007,小满,中气,2007-05-21 18:12,lunar,
2007,芒种,节,2007-06-06 09:27,lunar,
2007,夏至,中气,2007-06-22 02:06,lunar,
2007,小暑,节,2007-07-07 19:42,lunar,
2007,大暑,中气,2007-07-23 13:00,lunar,
2007,立秋,节,2007-08-08 05:31,lunar,
2007,处暑,中气,2007-08-23 20:08,lunar,
2007,白露,节,2007-09-08 08:29,lunar,
2007,秋分,中气,2007-09-23 17:51,lunar,
2007,寒露,节,2007-10-09 00:11,lunar,
2007,霜降,中气,2007-10-24 03:15,lunar,
2007,立冬,节,2007-11-08 03:24,lunar,
2007,小雪,中气,2007-11-23 00:50,lunar,
2007,大雪,节,2007-12-07 20:14,lunar,
2007,冬至,中气,2007-12-22 14:08,lunar,
2008,小寒,节,2008-01-06 07:25,lunar,
2008,大寒,中气,2008-01-21 00:44,lunar,
2008,立春,节,2008-02-04 19:00,lunar,
2008,雨水,中气,2008-02-19 14:50,lunar,
2008,惊蛰,节,2008-03-05 12:59,lunar,
2008,春分,中气,2008-03-20 13:48,lunar,
2008,清明,节,2008-04-04 17:46,lunar,
2008,谷雨,中气,2008-04-20 00:51,lunar,
2008,立夏,节,2008-05-05 11:03,lunar,
2008,小满,中气,2008-05-21 00:01,lunar,
2008,芒种,节,2008-06-05 15:12,lunar,
2008,夏至,中气,2008-06-21 07:59,lunar,
2008,小暑,节,2008-07-07 01:27,lunar,
2008,大暑,中气,2008-07-22 18:55,lunar,
2008,立秋,节,2008-08-07 11:16,lunar,
2008,处暑,中气,2008-08-23 02:02,lunar,
2008,白露,节,2008-09-07 14:14,lunar,
2008,秋分,中气,2008-09-22 23:45,lunar,
2008,寒露,节,2008-10-08 05:57,lunar,
2008,霜降,中气,2008-10-23 09:09,lunar,
2008,立冬,节,2008-11-07 09:11,lunar,
2008,小雪,中气,2008-11-22 06:44,lunar,
2008,大雪,节,2008-12-07 02:02,lunar,
2008,冬至,中气,2008-12-21 20:04,lunar,
2009,小寒,节,2009-01-05 13:14,lunar,
2009,大寒,中气,2009-01-20 06:40,lunar,
2009,立春,节,2009-02-04 00:50,lunar,
2009,雨水,中气,2009-02-18 20:46,lunar,
2009,惊蛰,节,2009-03-05 18:48,lunar,
2009,春分,中气,2009-03-20 19:44,lunar,
2009,清明,节,2009-04-04 23:34,lunar,
2009,谷雨,中气,2009-04-20 06:44,lunar,
2009,立夏,节,2009-05-05 16:51,lunar,
2009,小满,中气,2009-05-21 05:51,lunar,
2009,芒种,节,2009-06-05 20:59,lunar,
2009,夏至,中气,2009-06-21 13:46,lunar,
2009,小暑,节,2009-07-07 07:13,lunar,
2009,大暑,中气,2009-07-23 00:36,lunar,
2009,立秋,节,2009-08-07 17:01,lunar,
2009,处暑,中气,2009-08-23 07:39,lunar,
2009,白露,节,2009-09-07 19:58,lunar,
2009,秋分,中气,2009-09-23 05:19,lunar,
2009,寒露,节,2009-10-08 11:40,lunar,
2009,霜降,中气,2009-10-23 14:43,lunar,
2009,立冬,节,2009-11-07 14:56,lunar,
2009,小雪,中气,2009-11-22 12:23,lunar,
2009,大雪,节,2009-12-07 07:52,lunar,
2009,冬至,中气,2009-12-22 01:47,lunar,
2010,小寒,节,2010-01-05 19:09,lunar,
2010,大寒,中气,2010-01-20 12:28,lunar,
2010,立春,节,2010-02-04 06:48,lunar,
2010,雨水,中气,2010-02-19 02:36,lunar,
2010,惊蛰,节,2010-03-06 00:46,lunar,
2010,春分,中气,2010-03-21 01:32,lunar,
2010,清明,节,2010-04-05 05:31,lunar,
2010,谷雨,中气,2010-04-20 12:30,lunar,
2010,立夏,节,2010-05-05 22:44,lunar,
2010,小满,中气,2010-05-21 11:34,lunar,
2010,芒种,节,2010-06-06 02:49,lunar,
2010,夏至,中气,2010-06-21 19:28,lunar,
2010,小暑,节,2010-07-07 13:02,lunar,
2010,大暑,中气,2010-07-23 06:21,lunar,
2010,立秋,节,2010-08-07 22:49,lunar,
2010,处暑,中气,2010-08-23 13:27,lunar,
2010,白露,节,2010-09-08 01:45,lunar,
2010,秋分,中气,2010-09-23 11:09,lunar,
2010,寒露,节,2010-10-08 17:26,lunar,
2010,霜降,中气,2010-10-23 20:35,lunar,
2010,立冬,节,2010-11-07 20:43,lunar,
2010,小雪,中气,2010-11-22 18:15,lunar,
2010,大雪,节,2010-12-07 13:38,lunar,
2010,冬至,中气,2010-12-22 07:38,lunar,
2011,小寒,节,2011-01-06 00:55,lunar,
2011,大寒,中气,2011-01-20 18:19,lunar,
2011,立春,节,2011-02-04 12:33,lunar,
2011,雨水,中气,2011-02-19 08:25,lunar,
2011,惊蛰,节,2011-03-06 06:30,lunar,
2011,春分,中气,2011-03-21 07:21,lunar,
2011,清明,节,2011-04-05 11:12,lunar,
2011,谷雨,中气,2011-04-20 18:17,lunar,
2011,立夏,节,2011-05-06 04:23,lunar,
2011,小满,中气,2011-05-21 17:21,lunar,
2011,芒种,节,2011-06-06 08:27,lunar,
2011,夏至,中气,2011-06-22 01:17,lunar,
2011,小暑,节,2011-07-07 18:42,lunar,
2011,大暑,中气,2011-07-23 12:12,lunar,
2011,立秋,节,2011-08-08 04:33,lunar,
2011,处暑,中气,2011-08-23 19:21,lunar,
2011,白露,节,2011-09-08 07:34,lunar,
2011,秋分,中气,2011-09-23 17:05,lunar,
2011,寒露,节,2011-10-08 23:19,lunar,
2011,霜降,中气,2011-10-24 02:30,lunar,
2011,立冬,节,2011-11-08 02:35,lunar,
2011,小雪,中气,2011-11-23 00:08,lunar,
2011,大雪,节,2011-12-07 19:29,lunar,
2011,冬至,中气,2011-12-22 13:30,lunar,
2012,小寒,节,2012-01-06 06:44,lunar,
2012,大寒,中气,2012-01-21 00:10,lunar,
2012,立春,节,2012-02-04 18:22,lunar,
2012,雨水,中气,2012-02-19 14:18,lunar,
2012,惊蛰,节,2012-03-05 12:21,lunar,
2012,春分,中气,2012-03-20 13:14,lunar,
2012,清明,节,2012-04-04 17:06,lunar,
2012,谷雨,中气,2012-04-20 00:12,lunar,
2012,立夏,节,2012-05-05 10:20,lunar,
2012,小满,中气,2012-05-20 23:16,lunar,
2012,芒种,节,2012-06-05 14:26,lunar,
2012,夏至,中气,2012-06-21 07:09,lunar,
2012,小暑,节,2012-07-07 00:41,lunar,
2012,大暑,中气,2012-07-22 18:01,lunar,
2012,立秋,节,2012-08-07 10:31,lunar,
2012,处暑,中气,2012-08-23 01:07,lunar,
2012,白露,节,2012-09-07 13:29,lunar,
2012,秋分,中气,2012-09-22 22:49,lunar,
2012,寒露,节,2012-10-08 05:12,lunar,
2012,霜降,中气,2012-10-23 08:14,lunar,
2012,立冬,节,2012-11-07 08:26,lunar,
2012,小雪,中气,2012-11-22 05:50,lunar,
2012,大雪,节,2012-12-07 01:19,lunar,
2012,冬至,中气,2012-12-21 19:12,lunar,
2013,小寒,节,2013-01-05 12:34,lunar,
2013,大寒,中气,2013-01-20 05:52,lunar,
2013,立春,节,2013-02-04 00:13,lunar,
2013,雨水,中气,2013-02-18 20:02,lunar,
2013,惊蛰,节,2013-03-05 18:15,lunar,
2013,春分,中气,2013-03-20 19:02,lunar,
2013,清明,节,2013-04-04 23:02,lunar,
2013,谷雨,中气,2013-04-20 06:03,lunar,
2013,立夏,节,2013-05-05 16:18,lunar,
2013,小满,中气,2013-05-21 05:10,lunar,
2013,芒种,节,2013-06-05 20:23,lunar,
2013,夏至,中气,2013-06-21 13:04,lunar,
2013,小暑,节,2013-07-07 06:35,lunar,
2013,大暑,中气,2013-07-22 23:56,lunar,
2013,立秋,节,2013-08-07 16:20,lunar,
2013,处暑,中气,2013-08-23 07:02,lunar,
2013,白露,节,2013-09-07 19:16,lunar,
2013,秋分,中气,2013-09-23 04:44,lunar,
2013,寒露,节,2013-10-08 10:59,lunar,
2013,霜降,中气,2013-10-23 14:10,lunar,
2013,立冬,节,2013-11-07 14:14,lunar,
2013,小雪,中气,2013-11-22 11:48,lunar,
2013,大雪,节,2013-12-07 07:09,lunar,
2013,冬至,中气,2013-12-22 01:11,lunar,
2014,小寒,节,2014-01-05 18:24,lunar,
2014,大寒,中气,2014-01-20 11:51,lunar,
2014,立春,节,2014-02-04 06:03,lunar,
2014,雨水,中气,2014-02-19 02:00,lunar,
2014,惊蛰,节,2014-03-06 00:02,lunar,
2014,春分,中气,2014-03-21 00:57,lunar,
2014,清明,节,2014-04-05 04:47,lunar,
2014,谷雨,中气,2014-04-20 11:56,lunar,
2014,立夏,节,2014-05-05 21:59,lunar,
2014,小满,中气,2014-05-21 10:59,lunar,
2014,芒种,节,2014-06-06 02:03,lunar,
2014,夏至,中气,2014-06-21 18:51,lunar,
2014,小暑,节,2014-07-07 12:15,lunar,
2014,大暑,中气,2014-07-23 05:41,lunar,
2014,立秋,节,2014-08-07 22:02,lunar,
2014,处暑,中气,2014-08-23 12:46,lunar,
2014,白露,节,2014-09-08 01:01,lunar,
2014,秋分,中气,2014-09-23 10:29,lunar,
2014,寒露,节,2014-10-08 16:48,lunar,
2014,霜降,中气,2014-10-23 19:57,lunar,
2014,立冬,节,2014-11-07 20:07,lunar,
2014,小雪,中气,2014-11-22 17:38,lunar,
2014,大雪,节,2014-12-07 13:04,lunar,
2014,冬至,中气,2014-12-22 07:03,lunar,
2015,小寒,节,2015-01-06 00:21,hko_minutes,
2015,大寒,中气,2015-01-20 17:43,hko_minutes,
2015,立春,节,2015-02-04 11:58,hko_minutes,
2015,雨水,中气,2015-02-19 07:50,hko_minutes,
2015,惊蛰,节,2015-03-06 05:56,hko_minutes,
2015,春分,中气,2015-03-21 06:45,hko_minutes,
2015,清明,节,2015-04-05 10:39,hko_minutes,
2015,谷雨,中气,2015-04-20 17:42,hko_minutes,
2015,立夏,节,2015-05-06 03:53,hko_minutes,
2015,小满,中气,2015-05-21 16:45,hko_minutes,
2015,芒种,节,2015-06-06 07:58,hko_minutes,
2015,夏至,中气,2015-06-22 00:38,hko_minutes,
2015,小暑,节,2015-07-07 18:12,hko_minutes,
2015,大暑,中气,2015-07-23 11:30,hko_minutes,
2015,立秋,节,2015-08-08 04:01,hko_minutes,
2015,处暑,中气,2015-08-23 18:37,hko_minutes,
2015,白露,节,2015-09-08 07:00,hko_minutes,
2015,秋分,中气,2015-09-23 16:21,hko_minutes,
2015,寒露,节,2015-10-08 22:43,hko_minutes,
2015,霜降,中气,2015-10-24 01:47,hko_minutes,
2015,立冬,节,2015-11-08 01:59,hko_minutes,
2015,小雪,中气,2015-11-22 23:25,hko_minutes,
2015,大雪,节,2015-12-07 18:53,hko_minutes,
2015,冬至,中气,2015-12-22 12:48,hko_minutes,
2016,小寒,节,2016-01-06 06:08,hko_minutes,
2016,大寒,中气,2016-01-20 23:27,hko_minutes,
2016,立春,节,2016-02-04 17:46,hko_minutes,
2016,雨水,中气,2016-02-19 13:34,hko_minutes,
2016,惊蛰,节,2016-03-05 11:44,hko_minutes,
2016,春分,中气,2016-03-20 12:30,hko_minutes,
2016,清明,节,2016-04-04 16:28,hko_minutes,
2016,谷雨,中气,2016-04-19 23:29,hko_minutes,
2016,立夏,节,2016-05-05 09:42,hko_minutes,
2016,小满,中气,2016-05-20 22:36,hko_minutes,
2016,芒种,节,2016-06-05 13:49,hko_minutes,
